Observation,power,water,hotwater,prediction,gas,electricity,heating
9931,,8068.509878444989,0.1951999999999948,0,0.389,,0.8538
5114,,6180.409405625466,0.0989000000000001,0,0.1918,,0.654
9355,,959.2238735794874,0.5155500000000031,1,0.9393,,0.1015
3874,-7209.519256563044,9043.87235089231,0.423149999999997,1,0.7797,0.763,0.957
4278,-1737.876512820372,967.6919788624583,0.3193,1,0.6386,0.1839,0.1024
8117,,816.5179071651992,0.1864499999999929,1,0.2449,,0.0864
5368,-9144.228202589853,295.78896150776313,0.38195,1,0.7639,0.9677,0.0313
7844,,8644.030502592681,0.3464,0,0.6928,,0.9147
5119,-3016.612352058427,3124.2931739446162,0.100150000000001,1,0.1463,0.3193,0.3306
5384,,5145.762496197349,0.34100000000000796,1,0.6798,,0.5445
8555,-7790.2164392012755,7751.025247880746,0.54110000000001,0,0.9994,0.8244,0.8202
1986,-1133.4040377294432,4103.384593184369,0.0941000000000014,1,0.1376,0.12,0.4342
2473,-4597.1119112947845,8791.467327497508,0.1311500000000036,0,0.2441,0.4865,0.9303
4277,-7428.736958825962,,0.39125,1,0.7825,0.7861,
7597,-6374.808915435687,1507.3021584820517,0.31950000000001,0,0.6324,0.6746,0.1595
8850,-7781.4713339183045,9250.747812777934,0.5167500000000114,1,0.9549,0.8235,0.9789
6704,-4564.621513559117,436.7994045258356,0.2538499999999937,1,0.4627,0.4831,0.0462
6104,-1699.4760448960571,8935.173805609906,0.2880000000000021,1,0.462,0.1799,0.9455
250,,8711.287933158339,0.2211499999999981,1,0.4133,,0.9218
4863,,9144.052690891745,0.46425,1,0.9285,,0.9676
6064,-2919.8161471533167,2599.749681494749,0.4901499999999953,1,0.9001,0.309,0.2751
9214,-7684.455129013194,9148.672149382284,0.2675499999999929,0,0.5321,0.8132,0.9681
8878,-3166.8192120575777,42.551626414854105,0.0913500000000104,1,0.1795,0.3352,0.0045
5009,,8450.362204480569,0.2477499999999942,1,0.4479,,0.8942
2270,,2182.0407109310704,0.25675000000000153,0,0.5057,,0.2309
7163,-8834.644365610471,2337.958941118869,0.0875,0,0.175,0.9349,0.2474
1313,-2059.3955018751553,7004.485806375528,0.2576000000000001,1,0.433,0.218,0.7412
37,-8571.076101838376,3973.774890543591,0.0309500000000009,0,0.0597,0.907,0.4205
4208,-2463.2654969672153,2535.5900860234137,0.1518,1,0.3036,0.2607,0.2683
6007,,2431.5448992315473,0.1517000000000002,1,0.2152,,0.2573
9184,-6513.2256350575435,1297.5460615021047,0.4268999999999969,1,0.842,0.6893,0.1373
10277,-782.9446977314235,4173.208258844352,0.1068000000000064,1,0.0728,0.0829,0.4416
2791,-8980.871178817191,2464.734308665323,0.1943500000000023,1,0.3663,0.9504,0.2608
6598,-7857.927281465042,1640.5491079152614,0.4571000000000097,1,0.8982,0.8316,0.1736
8690,-2263.9480286664552,1644.3299547076927,0.2954500000000094,0,0.5655,0.2396,0.174
4222,-38.16547962242272,9372.637521833849,0.160150000000002,0,0.3099,0.0041,0.9918
8811,-8400.76399617896,2454.214579986137,0.2589499999999999,1,0.3441,0.889,0.2597
7314,-7322.43564863788,3664.790365262317,0.3803500000000059,1,0.6713,0.7749,0.3878
7546,-5967.3488735511955,5484.862295818074,0.09304999999999809,0,0.1845,0.6315,0.5804
2970,,7798.399432786139,0.47619999999999646,1,0.8824,,0.8252
5941,-4307.083319975669,6547.096044491319,0.0144,0,0.0288,0.4558,0.6928
1678,-2400.814724892096,3250.8764414910706,0.3736499999999997,1,0.6099,0.2541,0.344
3522,-8920.610430138287,1082.0740943335104,0.520000000000008,1,0.9402,0.944,0.1145
3531,-5190.699257706527,1737.903112820372,0.14334999999999962,0,0.2559,0.5493,0.1839
7385,-4208.6221033724505,4784.733727520143,0.2661500000000059,1,0.4703,0.4454,0.5063
4813,-5849.220546397131,4347.084887223888,0.1513090865842058,0,0.2911,0.619,0.46
3297,-4588.7468060118135,8335.127577311408,0.2160000000000004,1,0.408,0.4856,0.882
1503,-682.2084460338816,5073.767807141151,0.20045,0,0.4009,0.0722,0.5369
8472,-9076.467360326087,1531.8644626328562,0.0685,0,0.137,0.9605,0.1621
9165,-5056.05759657521,5396.040996195934,0.4108500000000001,1,0.8157,0.5351,0.571
4096,-6994.676589394449,7707.528909767783,0.3978000000000077,0,0.784,0.7402,0.8156
7208,,,0.2588000000000083,0,0.5034,,
7345,-2273.248145647534,8490.960107499208,0.1378999999999899,0,0.2336,0.2406,0.8985
6130,-2468.090555457755,6279.604433926792,0.17189999999999142,0,0.3426,0.2612,0.6645
1608,-193.3773981121131,,0.20849999999999963,1,0.2856,0.0205,
1832,-2018.1149871584091,7788.92761580506,0.0907500000000017,1,0.1617,0.2136,0.8242
6929,-7748.305924484529,2662.1583535698683,0.2268000000000002,1,0.3654,0.82,0.2817
8635,-735.2941128260303,7136.878044110629,0.3807000000000065,1,0.7182,0.0779,0.7552
3781,-6252.582406379772,2442.9599396088424,0.22025,1,0.4405,0.6617,0.2585
8165,-5523.093375440497,9384.029662211144,0.5650500000000016,1,0.9699,0.5845,0.993
7234,-5898.383019589321,3192.3450162083827,0.0713500000000027,0,0.1237,0.6242,0.3378
6690,-123.23653245213096,5469.837208648348,0.1956000000000021,1,0.326,0.0131,0.5788
2624,-2006.6048467811147,3266.041428660797,0.2399500000000018,1,0.3565,0.2124,0.3456
3904,-6198.7767395876235,6949.744527885272,0.1173000000000052,1,0.23,0.656,0.7354
534,-2754.519099984439,5142.7536611030255,0.01185,0,0.0237,0.2915,0.5442
8518,-2956.111603379524,830.7064826368173,0.1807500000000034,1,0.2303,0.3129,0.0879
622,-5927.248382230664,6421.411888642972,0.1353000000000037,1,0.1976,0.6273,0.6795
8942,-142.90177811239636,4588.048394313706,0.470299999999993,1,0.9316,0.0152,0.4855
2461,-1624.8701207455354,4698.693262992326,0.3277499999999967,0,0.6009,0.172,0.4972
1128,-3380.9118558299565,3846.2150112990284,0.1285500000000038,1,0.1293,0.3578,0.407
8028,-97.98121660321823,585.907252826879,0.40955,0,0.8191,0.0104,0.062
7769,-1346.091669803714,8830.215107119931,0.1799499999999972,1,0.2813,0.1425,0.9344
7674,,,0.2817000000000012,1,0.5462,,
6491,-7445.197169391903,2630.1298558342005,0.068899999999988,1,0.094,0.7879,0.2783
5730,-8061.224796558234,2315.3750603642798,0.37539999999999396,1,0.7152,0.8531,0.245
1852,,8490.021995801098,0.5324500000000026,1,0.9757,,0.8984
4373,-5284.105415819206,5034.16811582062,0.5136999999999964,1,0.942,0.5592,0.5327
4458,-8593.296382592966,6600.937811283468,0.41514999999999136,0,0.8291,0.9094,0.6985
1495,-6751.0535712826195,9154.328319570932,0.1637,0,0.3274,0.7144,0.9687
7966,,7726.452443729941,0.2455499999999997,0,0.4817,,0.8176
3801,-8650.367084479436,8456.044274669215,0.1581000000000067,1,0.2336,0.9154,0.8948
806,-7702.440351277243,4985.892319217118,0.3156500000000014,0,0.6295,0.8151,0.5276
5313,-1853.4829516876398,2179.291175836747,0.3359,1,0.6718,0.1962,0.2306
8683,-1363.001880369656,1388.2221845204601,0.4842999999999905,1,0.9666,0.1443,0.1469
3754,-2746.1039947014688,3001.357153190593,0.13615,0,0.2723,0.2906,0.3176
5021,-7947.248381087183,895.8905898062602,0.3230499999999995,0,0.6427,0.841,0.0948
880,-2708.183526777154,6506.406941472681,0.0444999999999967,0,0.0862,0.2866,0.6885
2254,-2637.7826611171713,6879.711862225289,0.0883499999999981,1,0.1751,0.2792,0.728
7660,,7195.3460693933175,0.44445000000000306,1,0.7483,,0.7614
9575,-4851.150058085801,7318.214890147341,0.287349999999994,0,0.5391,0.5134,0.7744
1735,-147.90683660293544,8085.556689010931,0.3061499999999959,0,0.5997,0.0157,0.8556
2279,-7700.340327881027,,0.3278000000000004,0,0.6316,0.8149,
9896,,8255.811394670349,0.5070000000000017,1,0.9728,,0.8736
2688,-6859.519916565025,6489.414930906739,0.5269500000000044,1,0.9723,0.7259,0.6867
4061,-4984.686707519011,8654.492431271869,0.07814999999999431,1,0.1027,0.5275,0.9158
3178,-5163.263918461398,5990.460154305784,0.1631499999999994,0,0.3045,0.5464,0.6339
1363,-871.7957973535633,1631.0987909341825,0.10205000000000189,0,0.2027,0.0923,0.1726
8429,-668.5282822603716,4474.663590540761,0.4204000000000004,1,0.6918,0.0708,0.4735
7747,-2472.625613948294,3953.9388448833256,0.43015000000000514,0,0.8403,0.2617,0.4184
8711,,2413.5990769674986,0.4311999999999931,1,0.6736,,0.2554
3536,-4736.643642614749,1468.7294788596291,0.4245999999999915,1,0.7932,0.5013,0.1554
3572,-4988.266754311443,7380.58476222246,0.4790499999999977,0,0.9531,0.5279,0.781
675,-7616.464286749428,5378.070273931886,0.2083500000000006,1,0.2587,0.806,0.5691
1738,-7903.93784297422,2812.3552135690193,0.4752500000000005,0,0.9479,0.8364,0.2976
2574,-7355.641058071656,5633.260632421009,0.1248500000000061,0,0.2245,0.7784,0.5961
7530,-6673.2626120377745,2311.6050135718488,0.24259999999999918,1,0.4236,0.7062,0.2446
9016,-4754.588864878799,1698.2385214998412,0.3092999999999925,1,0.5634,0.5032,0.1797
9057,-1963.2043086681522,2508.205846778286,0.2206000000000016,1,0.4274,0.2078,0.2654
7435,-8824.019236931284,6928.878870526898,0.1319500000000073,0,0.2489,0.9338,0.7332
9310,-1299.7360965964278,8212.179156557386,0.276800000000003,0,0.4952,0.1376,0.869
9296,-3091.588276208949,7697.189481088596,0.12380000000001071,1,0.1562,0.3272,0.8145
1211,,2614.945668664475,0.4367500000000008,1,0.8529,,0.2767
3413,-6384.399032416766,6337.257047511373,0.21075,0,0.4215,0.6756,0.6706
9722,-2317.7436954586037,7290.765250902212,0.32365,0,0.6473,0.2453,0.7715
7248,-1572.1694656514946,8661.056913158624,0.133050000000002,0,0.2343,0.1664,0.9165
6696,-7184.603940714131,481.0109543369055,0.33515,0,0.6703,0.7603,0.0509
4543,-4175.256693938675,635.0808611284882,0.3487000000000096,1,0.6874,0.4419,0.0672
4207,-2987.6869894170827,689.9578396187446,0.42530000000000845,1,0.7756,0.3162,0.073
8230,,6372.246080341363,0.4778000000000051,0,0.9356,,0.6743
5226,-276.18842754560546,1523.4039573498856,0.0947499999999972,1,0.1871,0.0293,0.1612
9668,,1151.0492482953848,0.169050000000011,1,0.3323,,0.1218
3850,-7641.194590900232,1913.7077886684356,0.42385,1,0.8477,0.8086,0.2025
1349,-4375.0841622394355,4948.095451292804,0.14085000000000109,1,0.1729,0.463,0.5236
3440,-5568.463936949675,7970.382761841771,0.3751999999999928,1,0.7046,0.5893,0.8434
9305,-2521.626222249904,7661.232036560497,0.3624500000000036,1,0.6305,0.2669,0.8107
8151,-7443.607145995687,150.27455999915125,0.33420000000000727,0,0.6534,0.7877,0.0159
8611,-4610.092075068294,2871.948650549815,0.0681499999999982,0,0.0799,0.4879,0.3039
1370,-8856.309634666952,,0.08240000000000111,1,0.0316,0.9372,
7880,-3420.302347150487,3586.5210943193647,0.115899999999999,1,0.1548,0.362,0.3795
1029,-7147.4984844879245,6872.134268640427,0.4134000000000035,0,0.8146,0.7564,0.7272
9166,-5125.1434505370835,1821.0869422538644,0.0383500000000083,0,0.0351,0.5424,0.1927
6652,-5226.5597022346265,5140.86363770681,0.24965,0,0.4993,0.5531,0.544
426,-1862.1580569706105,2252.171976591053,0.20000000000000231,1,0.3532,0.1971,0.2383
608,-249.01308830047773,3924.721982241982,0.2063500000000035,1,0.2999,0.0264,0.4153
2577,,5260.888823366509,0.1345999999999991,0,0.2654,,0.5567
4588,-731.982201143018,2887.986825345337,0.2090590865842058,0,0.4066,0.0775,0.3056
7745,-6731.8433373204625,,0.4200999999999979,0,0.8232,0.7124,
407,-8476.37493202759,735.2332011279224,0.3295999999999992,1,0.5762,0.897,0.0778
9669,,1850.3562048952083,0.01405,0,0.0281,,0.1958
9081,-7006.591741469852,7984.581237313389,0.1880000000000017,1,0.3348,0.7415,0.8449
5055,,3092.091576208949,0.2559499999999957,0,0.5113,,0.3272
8956,-2767.469263757949,2163.145476968913,0.2958999999999964,1,0.479,0.2929,0.2289
1057,-3273.1005222456592,7588.4550358061915,0.4001500000000001,1,0.6907,0.3464,0.803
5584,-7170.8237769406205,6396.850784492168,0.0382500000000034,1,0.0703,0.7589,0.6769
7749,-5882.902832419595,2557.224555079895,0.0561500000000072,1,0.1033,0.6226,0.2706
5662,-1666.4106354622816,5652.192566383166,0.0655999999999953,1,0.051,0.1764,0.5981
2582,-1984.3045660265257,,0.11625,0,0.2325,0.21,
8187,-5601.58934638345,,0.1474000000000088,1,0.153,0.5928,
226,-4046.955102996005,8418.273406744902,0.3453,1,0.6906,0.4283,0.8908
4660,-6136.504102621923,2684.809310252145,0.39315908658420584,0,0.7748,0.6494,0.2841
9981,-6703.262986377226,3291.497444509709,0.333649999999996,0,0.6487,0.7094,0.3483
6061,-8118.345498444706,558.5024135817508,0.31045,0,0.6209,0.8591,0.0591
8501,,6153.934678078445,0.1111499999999942,0,0.2021,,0.6512
2255,-4101.675781486261,,0.3270999999999988,0,0.638,0.4341,
10033,-1454.9780150861188,4223.282978844069,0.3594500000000003,1,0.6247,0.154,0.4469
10212,-7963.293579955016,,0.2064499999999958,1,0.3087,0.8427,
4837,-5148.966878099201,7467.513514376073,0.4376590865842058,0,0.8638,0.5449,0.7902
5259,-2877.260620738462,4313.989001862424,0.3485,0,0.697,0.3045,0.4565
9714,-1968.8643788568,9134.508173910666,0.5252500000000038,1,0.9715,0.2084,0.9666
3050,-1610.0299335758095,143.66267811239615,0.5017000000000033,1,0.93,0.1704,0.0152
4602,-3371.3998739582976,468.75687818919107,0.3520090865842058,0,0.6925,0.3568,0.0496
2435,-1939.0640045173482,7488.287095806757,0.23700000000000598,0,0.4548,0.2052,0.7924
420,-9225.11419692902,3616.559768658816,0.47435,0,0.9487,0.9762,0.3827
2657,-5206.744456574361,6135.015944116289,0.1852,0,0.3704,0.551,0.6492
9065,-9061.21717315636,2114.007368667304,0.0577499999999944,0,0.0833,0.9589,0.2237
5528,-5339.304439340904,8685.672617309428,0.3703499999999949,1,0.7059,0.5651,0.9191
4300,-5083.832935820338,806.1304784860125,0.2728499999999897,0,0.4881,0.538,0.0853
8616,-287.7685679229001,4184.516199221646,0.12144999999999881,0,0.2267,0.0305,0.4428
7813,-287.98856792290036,6450.649851284316,0.1679,0,0.3358,0.0305,0.6826
3906,-87.37608792403209,357.24112188477466,0.04765,0,0.0953,0.0093,0.0378
8480,-7316.575578449233,8292.528950896552,0.1446000000000062,1,0.2092,0.7743,0.8775
2549,-8409.46910146193,6387.342867511088,0.30725,0,0.6145,0.8899,0.6759
995,-8718.567926743202,2561.926713570434,0.35575,0,0.7115,0.9226,0.2711
10192,-8719.00293844131,8507.990018065148,0.4786500000000098,0,0.8865,0.9227,0.9003
1940,-3176.489329038657,3783.8270392239087,0.38555000000000333,1,0.7709,0.3362,0.4004
7329,-8404.57404297139,672.1102173546951,0.2611500000000009,1,0.4957,0.8894,0.0711
3551,-4875.880362236606,1581.9811826325733,0.0963000000000011,0,0.1814,0.516,0.1674
626,-1477.648295840708,2536.4293977215216,0.17905000000000487,1,0.2709,0.1564,0.2684
4103,-1734.6314777260486,6088.771970909002,0.507500000000003,0,0.984,0.1836,0.6443
5121,-673.1633407509113,5432.984852422142,0.1244499999999937,1,0.2313,0.0713,0.5749
5456,-4826.389753934996,,0.45645,1,0.9129,0.5108,
655,-596.9073932041736,4844.179264500938,0.18135000000000331,1,0.2589,0.0632,0.5126
9873,-123.2965324521309,7062.119219960108,0.4000499999999988,1,0.6375,0.0131,0.7473
2963,-1730.0164192355091,3515.6052169612744,0.4923000000000054,1,0.974,0.1831,0.372
2572,-4577.416665634519,8461.663244857862,0.17834999999999732,0,0.3239,0.4844,0.8954
257,-2253.5628999872683,8470.148250140834,0.060599999999999765,0,0.121,0.2385,0.8963
9792,-637.4328962228121,7550.692067881877,0.1027500000000023,0,0.1557,0.0675,0.799
9469,-2023.1300456489491,4378.239597333759,0.14260000000000328,0,0.285,0.2141,0.4633
6452,-8487.685072404884,6612.256551660762,0.063599999999999,0,0.1264,0.8982,0.6997
9357,-6346.973576190559,5860.059139966897,0.32509999999998906,1,0.5738,0.6717,0.6201
1562,-1018.3526105602834,66.15081886755085,0.10495,0,0.2099,0.1078,0.007
7218,-7187.278975808455,467.91289056339537,0.3239000000000053,1,0.5884,0.7606,0.0495
2331,-9123.74794523148,4241.212501108118,0.32805,0,0.6561,0.9655,0.4488
5053,-6893.100337696907,6929.801582225005,0.1944000000000038,1,0.386,0.7295,0.7333
5576,-7137.718367506845,1353.257351690469,0.3554,1,0.7108,0.7554,0.1432
3131,-4037.774986014926,1975.0937490454469,0.47700000000000164,0,0.9402,0.4273,0.209
9402,,2666.8352120604077,0.0857500000000075,0,0.1505,,0.2822
8996,-9048.57202108096,5080.395989027906,0.058600000000010005,1,0.1106,0.9576,0.5376
4712,-6166.744476961375,9133.569138140245,0.4465090865842058,0,0.8815,0.6526,0.9665
6003,-7414.221783354344,4743.0222128033965,0.4509,0,0.9018,0.7846,0.5019
10172,-7076.582607129833,6112.3658633617,0.3116499999999977,0,0.6183,0.7489,0.6468
6853,,734.2757894298145,0.1211499999999944,0,0.2375,,0.0777
9248,-6561.531231661045,7916.453595049623,0.2919000000000005,1,0.4562,0.6944,0.8377
1051,-7271.2450169400545,7554.575414674308,0.251149999999995,1,0.4401,0.7695,0.7994
6224,-7511.197988259455,2426.8983407410083,0.2004500000000115,1,0.2889,0.7949,0.2568
5418,-8824.009236931284,6215.491638455456,0.0403500000000033,1,0.0805,0.9338,0.6577
3513,-7239.284619204388,6654.024666377508,0.5101999999999982,1,0.9854,0.7661,0.7041
8879,-1006.7024701829894,3217.836132057296,0.15929999999999622,1,0.169,0.1066,0.3405
3642,-5896.282996193106,1936.3794694230244,0.17814999999999862,0,0.3521,0.624,0.2049
6299,-1764.9118520655002,137.13829622564108,0.19575,1,0.3915,0.1868,0.0145
4376,-5283.170404121099,5465.1375501578095,0.3032000000000095,1,0.6024,0.5591,0.5783
8613,-5108.083239971142,5018.013616952787,0.5016500000000006,1,0.9947,0.5406,0.531
2864,-5270.020240347587,5818.532125250152,0.2188499999999978,1,0.3535,0.5577,0.6157
4777,-736.7072596335578,4006.8806759050544,0.49055908658420583,0,0.9696,0.078,0.424
2457,-6813.304343357739,3276.3887573399834,0.3817999999999999,1,0.666,0.721,0.3467
423,-263.5582637720954,474.3958724501505,0.4038,0,0.8076,0.0279,0.0502
8634,,4613.643210162619,0.2567500000000008,1,0.4167,,0.4882
10041,,5338.513882611353,0.3792000000000058,1,0.7512,,0.5649
5578,-7579.973842221329,4271.45287544757,0.1841,1,0.3682,0.8022,0.452
8784,-3805.18210828039,750.3392882976483,0.30275,0,0.6055,0.4027,0.0794
1780,,249.51418830047754,0.4618499999999955,1,0.8345,,0.0264
8214,-71.41422238953102,6176.616125499701,0.0935,0,0.1616,0.0076,0.6536
10097,-2940.26640451169,2131.007979233246,0.14785000000001197,0,0.2573,0.3112,0.2255
8936,-461.5907203747477,9432.260858814643,0.42605,1,0.8521,0.0489,0.9981
715,-7049.157267884706,1007.4853701829887,0.4564499999999988,1,0.8967,0.746,0.1066
9569,,1408.0759301807252,0.38179999999999903,0,0.7628,,0.149
2169,-7033.232069016872,2920.2453471533167,0.2680999999999976,1,0.5098,0.7443,0.309
5144,,7583.7801773156525,0.2619499999999997,1,0.5145,,0.8025
2381,-1218.7250905591513,5755.159841476924,0.3807999999999955,1,0.6724,0.129,0.609
2061,-361.489480375314,8823.655725233177,0.032349999999996396,0,0.0281,0.0383,0.9337
7403,-7688.305175805626,5510.412811666986,0.12925000000000858,0,0.2537,0.8136,0.5831
3620,-8778.778675422109,8122.540145237138,0.0540500000000026,1,0.0951,0.929,0.8595
4270,-5051.087526386562,6562.161231661045,0.27825,1,0.5565,0.5345,0.6944
7231,-9274.809816928739,5609.617939968313,0.4515000000000036,1,0.7598,0.9815,0.5936
5380,,5453.683509780513,0.1728999999999964,0,0.3306,,0.5771
3681,-2354.689151684811,2240.6481362137583,0.2394999999999939,0,0.4494,0.2492,0.2371
1213,,7365.421575052734,0.29535,0,0.5907,,0.7794
7625,,6090.770494305219,0.4948000000000044,1,0.9294,,0.6445
5900,-6469.230085246474,232.48157773453588,0.36155,0,0.7231,0.6846,0.0246
6230,-5632.009720722901,3990.7844011095326,0.3641,0,0.7282,0.596,0.4223
2244,-3654.0702365831307,1212.6193086723965,0.30545000000000544,1,0.5973,0.3867,0.1283
8217,-1178.8645992386207,2108.4582984786566,0.1180499999999938,1,0.2125,0.1248,0.2231
9582,-2798.5546497955097,9299.890421079543,0.0975500000000091,0,0.1389,0.2962,0.9841
8185,-9057.567126363929,3446.4701629993997,0.447449999999999,0,0.8453,0.9585,0.3647
166,-1218.4450905591514,1440.231027916393,0.4147500000000009,1,0.7541,0.129,0.1524
9791,-5165.868953555721,4803.4944614823,0.444849999999999,0,0.8889,0.5467,0.5083
7495,-9215.919091646048,5446.174416195652,0.31230000000000524,1,0.4736,0.9753,0.5763
7938,-5636.214779213442,5474.511467138887,0.26844999999999397,1,0.4739,0.5965,0.5793
1357,-3546.4189029988343,1821.0375422538646,0.40865,0,0.8173,0.3753,0.1927
9178,-1044.8429381073036,244.0200181118303,0.3671500000000108,1,0.7131,0.1106,0.0258
9712,-7440.672110901363,7801.071567880462,0.1570999999999966,0,0.293,0.7874,0.8255
1671,-3941.553792807924,8785.773757308862,0.0053,0,0.0106,0.4171,0.9297
9366,,2629.9749558342005,0.0373499999999938,0,0.0725,,0.2783
3187,-479.4859426387977,2074.321777346773,0.4299500000000038,0,0.8327,0.0508,0.2195
1770,-5279.330357328667,8475.95892032948,0.1953500000000059,1,0.3501,0.5587,0.8969
7302,-2699.398421494183,7631.933473919154,0.1590500000000037,1,0.1963,0.2857,0.8076
10026,-8256.972218066563,5315.781901856765,0.5084,1,0.7942,0.8738,0.5625
2504,-593.9723581098498,3834.0622592236264,0.4590000000000009,1,0.8944,0.0629,0.4057
8044,,5365.789021856483,0.41669999999999774,0,0.801,,0.5678
10132,-7535.153280712151,7327.635507128419,0.11519999999999431,1,0.128,0.7974,0.7754
6630,-4090.6656411089666,2852.9903165876576,0.46265,0,0.9253,0.4329,0.3019
9978,-6741.183454301541,4601.279958087216,0.46659999999999224,0,0.8686,0.7134,0.4869
2866,-7988.828895803928,9093.049859193921,0.0931000000000029,1,0.1552,0.8454,0.9622
3812,-5327.485953932168,5380.905809026209,0.3961499999999929,0,0.7893,0.5638,0.5694
9325,-9403.54140787141,8056.224726369587,0.2289,0,0.4578,0.9951,0.8525
8264,-285.8118778600178,4112.261173467339,0.1785833333333318,1,0.3427,0.0303,0.4351
7153,-9150.2082727785,5954.518709777685,0.0233,0,0.0466,0.9683,0.6301
8513,-8704.887762969694,9207.301274664971,0.032050000000003395,0,0.0305,0.9212,0.9743
8602,-7448.002204486227,5632.450720722901,0.364800000000011,1,0.5988,0.7882,0.596
5435,-6867.665021847995,6216.286950153565,0.346,1,0.692,0.7268,0.6578
9179,-3114.278556963537,7713.307779956431,0.49884999999999863,1,0.9935,0.3296,0.8162
6212,-2947.011486398445,8551.423856178111,0.19079999999999903,0,0.3808,0.3119,0.9049
1804,-5527.023422232927,7964.577291653123,0.47169999999999873,0,0.9362,0.5849,0.8428
1537,-4046.210091297897,4176.969205636783,0.3513999999999982,1,0.5946,0.4282,0.442
1401,-3963.694073562512,3122.459650548401,0.2918000000000046,1,0.5114,0.4195,0.3304
7397,-3109.6134984729983,5858.150516570683,0.4912499999999973,1,0.8705,0.3291,0.6199
5442,-8339.823247500055,420.5542056580019,0.1722499999999924,1,0.3441,0.8826,0.0445
5359,-3039.5526328130154,8100.691876180656,0.2663500000000024,0,0.4769,0.3217,0.8572
4403,-5088.497994310877,,0.10395,0,0.2079,0.5385,
722,,3728.072849035545,0.0282500000000029,0,0.0529,,0.3945
1077,-1523.4138690479933,5806.173373174749,0.4441499999999991,1,0.8601,0.1613,0.6144
2848,-6327.468330530293,6040.669274305501,0.4823499999999995,1,0.9643,0.6696,0.6392
3400,-745.3642298071089,3910.4605067703637,0.08834999999999721,0,0.1713,0.0789,0.4138
5938,-4375.929173937543,4018.399140354661,0.0583999999999946,1,0.1,0.4631,0.4252
6701,-3626.5548973380023,2025.171469045164,0.0673999999999955,0,0.1188,0.3838,0.2143
2557,-8406.824066367606,3365.1866569621234,0.0827,1,0.1654,0.8896,0.3561
3268,-7102.427922978746,883.6363377308579,0.2120999999999972,1,0.2968,0.7516,0.0935
6036,-456.1006501861008,708.761373580902,0.24605,0,0.4921,0.0483,0.075
7354,-5493.608012799154,6027.370410531991,0.1232000000000034,0,0.2402,0.5814,0.6378
9401,-6376.658938831903,2094.2692230070384,0.0063999999999913995,1,0.0116,0.6748,0.2216
1420,,8855.716622968845,0.2541500000000007,1,0.4205,,0.9371
3731,-6171.461400342496,8428.696035424087,0.028599999999999702,1,0.0478,0.6531,0.8919
8090,-5963.638826758764,6912.769471659065,0.35645000000000404,0,0.6981,0.6311,0.7315
2093,-887.0459845232892,9027.740852024475,0.3423999999999978,0,0.6494,0.0939,0.9553
1059,,3661.939230167994,0.4691000000000003,0,0.9172,,0.3875
1701,-4847.23001129337,8419.12351844301,0.3802999999999992,0,0.7478,0.513,0.8909
1458,-7480.182602221894,841.1339113160037,0.3146000000000055,1,0.4846,0.7916,0.089
2677,-5097.293099593848,195.61742150832896,0.21255,0,0.4251,0.5394,0.0207
597,-2483.885754325589,8111.980416557952,0.44475,0,0.8895,0.2629,0.8584
5446,,588.7518879212026,0.2469000000000047,0,0.4918,,0.0623
2114,-1885.8433494233072,7360.704716562195,0.00155,0,0.0031,0.1996,0.7789
8827,,5994.255201098215,0.5278000000000004,1,0.9828,,0.6343
9684,-7149.67850788414,4367.046656956465,0.284749999999999,1,0.5687,0.7566,0.4621
5601,-3509.2034467726276,6460.293268265395,0.2183,1,0.4366,0.3714,0.6836
4315,-6616.501910151303,1717.2201554619987,0.3563999999999896,1,0.6826,0.7002,0.1817
6762,-6652.4123546794,3390.8355728110355,0.0643000000000066,1,0.1282,0.704,0.3588
7707,-171.6821290556323,1753.0138999900978,0.23349999999999532,1,0.338,0.0182,0.1855
20,,4517.155916955616,0.17655,0,0.3531,,0.478
4921,,5841.11730600474,0.11065,0,0.2213,,0.6181
7646,-1391.7422313128918,8718.686626743203,0.2107499999999925,0,0.4151,0.1473,0.9226
2998,-3501.733353187764,3657.2106716774547,0.1081999999999994,0,0.1976,0.3706,0.387
3700,-4910.915795066599,6951.529151281488,0.42495000000000305,0,0.8403,0.5197,0.7356
1011,-4739.828677709074,7820.931913540727,0.2376499999999998,1,0.3563,0.5016,0.8276
4196,-2590.762076211778,7050.742579582813,0.33810000000000473,0,0.6742,0.2742,0.7461
2271,-6747.928536188296,7737.916784107235,0.2767500000000003,1,0.5325,0.7141,0.8188
4501,,4712.799238463944,0.2272999999999906,0,0.4466,,0.4987
8829,-2983.7369426246523,1065.0565837675688,0.16130000000000222,0,0.3062,0.3158,0.1127
2450,-2868.6855154554914,225.8577958477808,0.4053,0,0.8106,0.3036,0.0239
908,-3961.1090384681893,8377.547903726263,0.0296000000000003,0,0.0412,0.4192,0.8865
8961,,6086.873047512787,0.1157000000000007,0,0.1894,,0.6441
6871,,3300.01494979268,0.35269999999999535,1,0.549,,0.3492
9557,-2293.163391307799,6925.063123734467,0.45315000000000644,1,0.7929,0.2427,0.7328
3082,-8671.952353535917,1105.8290867862074,0.1243000000000038,1,0.2458,0.9177,0.117
909,-7044.702209394167,5843.961841099064,0.425050000000002,0,0.8397,0.7455,0.6184
5054,,8079.861218822283,0.4349000000000035,1,0.8576,,0.855
